,title,url,label
38,이더리움 1주일만에 50 급등한 이유,https://www.chosun.com/economy/2022/07/21/XD2DEBTVRRDIZHFGC2477QVKDM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,1
39,비트코인 2820만원대 하락이더리움 192만원대,http://www.cstimes.com/news/articleView.html?idxno=506540,-1
40,비트코인 한때 2만4000달러 넘어이더리움 일주일새 50 상승,http://www.munhwa.com/news/view.html?no=2022072101039909018001,1
41,미 FOMC 앞두고 비트코인 주춤이더리움클래식 투자 등 호재에 상승세,https://www.asiatime.co.kr/article/20220727500362,1
42,나스닥 급반등 비트코인 다시 3000만원대 저울질이더리움클래식폴리곤 초,https://www.socialvalue.kr/news/view/1065552396897914,1
43,체이널리시스 이더리움 대항마 아직 없다,https://zdnet.co.kr/view/?no=20220718143334,0
44,시세브리핑 자이언트스텝에 환호한 암호화폐비트코인 8 이더리움 15,https://www.tokenpost.kr/article-100773,1
45,비트코인 보합세이더리움클래식무비블록 오름세,http://www.sporbiz.co.kr/news/articleView.html?idxno=626847,1
46,가상화폐 시황 FOMC 앞둔 비트코인이더리움 급락도지코인 5↓,http://daily.hankooki.com/news/articleView.html?idxno=852171,-1
47,비트코인 2900만원대리플이더리움 약세,http://www.sporbiz.co.kr/news/articleView.html?idxno=626597,-1
48,메타콩즈 코인 이더리움 기반으로 전환 예정,https://www.tokenpost.kr/article-100540,0
49,주간블록체인 KBW2022 이더리움 킬러체인 다 모여라 내가 왕이 될 상인가,https://www.ddaily.co.kr/news/article.html?no=243044,0
50,이더리움클래식ETC 14 급등 불트랩2021년 5월과 유사 50 하락 주의,http://coinreaders.com/40522,0
51,선물 상승 둔화 비트코인이더리움이더리움클래식 반등 도모FOMC 이후 단,https://idsn.co.kr/news/view/1065614002015549,1
52,비트코인이더리움 출렁 가상자산 등락 거듭하는 이유는,http://www.sporbiz.co.kr/news/articleView.html?idxno=626512,0
53,디파이 줄파산 끝이더리움 중심으로 알트코인 반등,http://www.newsis.com/view/?id=NISX20220720_0001949883&cID=10401&pID=10400,1
54,이번엔 진짜이더리움 20 9월 예고에 12 ↑,https://zdnet.co.kr/view/?no=20220717092631,1
55,7월27일 뉴스리딩 오늘은 이더리움클래식의 갑작스런 급등 현상에 대해 알아,http://coinreaders.com/40527,1
56,긴축 속도조절론에 환호비트코인이더리움솔라나 급등 후 속도 조절 GDP ,https://idsn.co.kr/news/view/1065575724020333,1
57,코인가십 킴 카다시안이 코인 홍보를이더리움맥스 스캠 주의보,https://decenter.kr/NewsView/268OOZS6EX,0
58,​앤트풀 이더리움클래식 생태계에 1000만달러 투자,http://www.coindeskkorea.com/news/articleView.html?idxno=80556,0
59,26일 기준지난 24시간 거래량 순위 테더비트코인이더리움리플 順,http://coinreaders.com/40328,0
60,코인시황 비트코인 2만1139달러 리플 2 하락이더리움 4 급락 1409달러,http://www.g-enews.com/ko-kr/news/article/news_all/20220727074747205c4c55f9b3d_1/article.html,-1
61,25일 9시 비트코인 2980원선 029↑이더리움 211만원 288↑,http://www.breaknews.com/911239,1
62,약세 뚜렷하며 비트코인이더리움솔라나 하락 완연제닛 옐런 발언 관심 ,https://idsn.co.kr/news/view/1065587595626174,-1
63,다시 뛰는 이더리움역시 20 기대감 크다,http://www.econovill.com/news/articleView.html?idxno=582965,0
64,이더리움도 밀렸다,http://www.econovill.com/news/articleView.html?idxno=582772,0
65,이더리움네임서비스 뜬다,http://www.econovill.com/news/articleView.html?idxno=582778,0
66,비트코인 뛰고 이더리움 킬러 이오스 난다,http://www.econovill.com/news/articleView.html?idxno=582963,0
67,비트코인이더리움 급등코인 시총 1조 달러 돌파,http://www.newsis.com/view/?id=NISX20220719_0001947679&cID=10401&pID=10400,1
68,비트코인 2850만원대 하락이더리움 193만원대,http://www.cstimes.com/news/articleView.html?idxno=506355,-1
69,이더리움 1600달러선 회복ETH 20 업데이트 미니 불마켓 견인,http://coinreaders.com/40208,1
70,가상화폐 시세 비트코인 2800만원선 회복도지코인 82원선 이더리움 190만,http://www.econonews.co.kr/news/articleView.html?idxno=254353,1
71,FOMC 결과 앞두고 비트코인이더리움 폭락페이코인 급등이더리움클래식 눈,https://www.socialvalue.kr/news/view/1065551593717700,0
72,7월25일 뉴스리딩 오늘은 이더리움의 머지 업그레이드 이후 전망을 알아봐,http://coinreaders.com/40287,0
73,코인뉴스 비트코인 3천만 돌파 임박이더리움 영향,https://www.dailian.co.kr/news/view/1133689/?sc=Naver,1
74,비트코인이더리움 깜짝 랠리에 코인베이스 9대 껑충,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207190080&t=NN,1
75,이더리움 클래식 왜 뛸까,http://www.econovill.com/news/articleView.html?idxno=582988,0
76,솔리디티를 이용해 이더리움 스마트 계약 시작하기,https://www.itworld.co.kr/news/246694,0
77,코인뉴스 이더리움 거래량 늘고 비트코인은 줄고ETH 20 영향,https://www.dailian.co.kr/news/view/1133787/?sc=Naver,0
78,이모저모 비탈릭 부테린 이더리움 병합 테스트 90 완료 外,http://coinreaders.com/40131,0
79,어닝 피크 FOMC 거시 지표 살피며 다음주 대비비트코인이더리움솔라나,https://idsn.co.kr/news/view/1065619840222807,0
80,비트코인이더리움 자금 유입 강세 이어가,https://www.khgames.co.kr/news/articleView.html?idxno=202608,1
81,지난 한시간 트위터 언급 횟수 비트코인이더리움리플 順,http://coinreaders.com/40441,0
82,지난 24시간 거래량 순위 테더비트코인이더리움리플 順,http://coinreaders.com/40217,0
83,깊어지는 침체 신호들 비트코인과 이더리움 추세 위험해알파벳과 MS 선방,https://idsn.co.kr/news/view/1065577213229255,0
84,이더리움 단기 과열로 쉬어가기ETH 20 업데이트 기대감 여전,http://coinreaders.com/40191,0
85,코인시황 이더리움ETH 6 오르며 210만원대 재등반,https://www.nbntv.co.kr/news/articleView.html?idxno=984248,0
86,FOMC 앞두고 비트코인 주춤이더리움리플도 4대 하락,https://www.asiatime.co.kr/article/20220725500392,-1
87,비들아시아 2022 어젠다 웹30프라이버시확장성이더리움 20 비전 공개,http://news.einfomax.co.kr/news/articleView.html?idxno=4225483,0
88,코인동향 지금 상승률 높은 코인은래디클 15642↑유벤투스이더리움네,http://www.pinpointnews.co.kr/news/articleView.html?idxno=132730,1
89,단기 추세 위협 속 비트코인이더리움 속락이슈가 관망불안 부추기고 있어,https://idsn.co.kr/news/view/1065579879292890,-1
90,가상화폐 시황 비트코인 2만2000달러대 등락이더리움 4↑,http://daily.hankooki.com/news/articleView.html?idxno=851610,1
91,SK證 가상자산 반등 이더리움 20 업데이트 기대감 때문,http://news.einfomax.co.kr/news/articleView.html?idxno=4225094,1
92,반등 시도 중비트코인 잦은 등락이더리움솔라나웨이브리플 양호FOMC,https://idsn.co.kr/news/view/1065611768881455,1
93,비트코인‧이더리움 깜짝 반등코인시장 회복 신호탄 되나,https://www.news2day.co.kr/article/20220720500287,1
94,비트코인이더리움 속락세 보이며 솔라나웨이브리플 급락FOMC 경계감 속 ,https://idsn.co.kr/news/view/1065579848947645,-1
95,크립토 브리핑 2800만원대로 미끄러진 비트코인 이더리움도 190만원 위태,https://www.techm.kr/news/articleView.html?idxno=99736,0
96,코인 빅데이터 암호화폐 화제성이더리움클래식ETC vs 테라클래식USDU,http://coinreaders.com/40487,0
97,코인뉴스 비트코인 이더리움 덕에 3천만 돌파지속 여부는 글쎄’,https://www.dailian.co.kr/news/view/1134219/?sc=Naver,1
98,3000만원 고지 내어준 비트코인 210만원 유지 이더리움,http://www.econovill.com/news/articleView.html?idxno=583028,0
99,이더리움 일주일 새 43↑암호화폐 시장 청신호,https://zdnet.co.kr/view/?no=20220719085703,1
100,이더리움 1600달러선 회복ETH 20 업데이트 미니 불마켓 견인,http://coinreaders.com/40208,1
101,가상화폐 시세 비트코인 2800만원선 회복도지코인 82원선 이더리움 190만,http://www.econonews.co.kr/news/articleView.html?idxno=254353,1
102,FOMC 결과 앞두고 비트코인이더리움 폭락페이코인 급등이더리움클래식 눈,https://www.socialvalue.kr/news/view/1065551593717700,0
103,비트코인 가격 다시 오른다이더리움 일주일새 50↑,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207210026&t=NN,1
104,7월25일 뉴스리딩 오늘은 이더리움의 머지 업그레이드 이후 전망을 알아봐,http://coinreaders.com/40287,0
105,코인뉴스 비트코인 3천만 돌파 임박이더리움 영향,https://www.dailian.co.kr/news/view/1133689/?sc=Naver,1
106,비트코인이더리움 깜짝 랠리에 코인베이스 9대 껑충,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207190080&t=NN,1
107,이더리움 클래식 왜 뛸까,http://www.econovill.com/news/articleView.html?idxno=582988,0
108,솔리디티를 이용해 이더리움 스마트 계약 시작하기,https://www.itworld.co.kr/news/246694,0
109,코인뉴스 이더리움 거래량 늘고 비트코인은 줄고ETH 20 영향,https://www.dailian.co.kr/news/view/1133787/?sc=Naver,0
110,이모저모 비탈릭 부테린 이더리움 병합 테스트 90 완료 外,http://coinreaders.com/40131,0
111,어닝 피크 FOMC 거시 지표 살피며 다음주 대비비트코인이더리움솔라나,https://idsn.co.kr/news/view/1065619840222807,0
112,비트코인과 이더리움 하락 커져어닝 피크 FOMC 경계감 웨이브솔라나 속,https://idsn.co.kr/news/view/1065576247241912,-1
113,비트코인이더리움 자금 유입 강세 이어가,https://www.khgames.co.kr/news/articleView.html?idxno=202608,1
114,지난 한시간 트위터 언급 횟수 비트코인이더리움리플 順,http://coinreaders.com/40441,0
115,지난 24시간 거래량 순위 테더비트코인이더리움리플 順,http://coinreaders.com/40217,0
116,깊어지는 침체 신호들 비트코인과 이더리움 추세 위험해알파벳과 MS 선방,https://idsn.co.kr/news/view/1065577213229255,0
117,이더리움 단기 과열로 쉬어가기ETH 20 업데이트 기대감 여전,http://coinreaders.com/40191,0
118,코인시황 이더리움ETH 6 오르며 210만원대 재등반,https://www.nbntv.co.kr/news/articleView.html?idxno=984248,0
119,폭풍 랠리이더리움의 시대가 오나,http://www.econovill.com/news/articleView.html?idxno=582360,0
120,FOMC 앞두고 비트코인 주춤이더리움리플도 4대 하락,https://www.asiatime.co.kr/article/20220725500392,-1
121,9월까지 질주 예약 이더리움 전망은,http://www.econovill.com/news/articleView.html?idxno=582367,0
122,비탈릭 부테린 이더리움 머지The Merge 테스트 90 완료,http://www.thekpm.com/news/articleView.html?idxno=129370,0
123,비들아시아 2022 어젠다 웹30프라이버시확장성이더리움 20 비전 공개,http://news.einfomax.co.kr/news/articleView.html?idxno=4225483,0
124,코인동향 지금 상승률 높은 코인은래디클 15642↑유벤투스이더리움네,http://www.pinpointnews.co.kr/news/articleView.html?idxno=132730,1
125,단기 추세 위협 속 비트코인이더리움 속락이슈가 관망불안 부추기고 있어,https://idsn.co.kr/news/view/1065579879292890,-1
126,가상화폐 시황 비트코인 2만2000달러대 등락이더리움 4↑,http://daily.hankooki.com/news/articleView.html?idxno=851610,1
127,SK證 가상자산 반등 이더리움 20 업데이트 기대감 때문,http://news.einfomax.co.kr/news/articleView.html?idxno=4225094,1
128,이더리움과 비트코인 반등세 보여거시지표 살피며 대비해야솔라나리플웨,https://idsn.co.kr/news/view/1065592614525583,1
129,반등 시도 중비트코인 잦은 등락이더리움솔라나웨이브리플 양호FOMC,https://idsn.co.kr/news/view/1065611768881455,1
130,28일 FOMC의자이언트스텝은 한미 금리역전 의미비트코인이더리움솔라나,https://idsn.co.kr/news/view/1065572527715546,0
131,비트코인‧이더리움 깜짝 반등코인시장 회복 신호탄 되나,https://www.news2day.co.kr/article/20220720500287,1
132,비트코인이더리움 속락세 보이며 솔라나웨이브리플 급락FOMC 경계감 속 ,https://idsn.co.kr/news/view/1065579848947645,-1
133,코인 빅데이터 암호화폐 화제성이더리움클래식ETC vs 테라클래식USDU,http://coinreaders.com/40487,0
134,크립토 브리핑 2800만원대로 미끄러진 비트코인 이더리움도 190만원 위태,https://www.techm.kr/news/articleView.html?idxno=99736,0
135,크게 밀려난 비트코인과 이더리움솔라나FOMC 경계 팽배추세 위협받아 거,https://idsn.co.kr/news/view/1065573626075178,-1
136,대항마 없다이더리움 승자 독식 이어갈 것,http://www.edaily.co.kr/news/newspath.asp?newsid=02194326632395832,0
137,코인뉴스 비트코인 이더리움 덕에 3천만 돌파지속 여부는 글쎄’,https://www.dailian.co.kr/news/view/1134219/?sc=Naver,1
138,3000만원 고지 내어준 비트코인 210만원 유지 이더리움,http://www.econovill.com/news/articleView.html?idxno=583028,0
139,가상화폐 시세 비트코인 2900만원선 밑으로 하락도지코인 85원선 이더리,http://www.econonews.co.kr/news/articleView.html?idxno=254064,-1
140,가상화폐 시세 비트코인 2900만원선 밑으로 하락도지코인 85원선 이더리,http://www.econonews.co.kr/news/articleView.html?idxno=254064,-1
141,이더리움 일주일 새 43↑암호화폐 시장 청신호,https://zdnet.co.kr/view/?no=20220719085703,1
142,이더리움 머지發 랠리 어디까지ETH 디플레이션 자산 될 전망,http://coinreaders.com/40136,0
143,200만원 가나 이더리움 대폭등9월까지 탄탄대로,http://www.econovill.com/news/articleView.html?idxno=582180,1
144,21일 9시 비트코인 3050원선 051↓이더리움 200만원 133↓,http://www.breaknews.com/910581,0
145,이더리움 활성지갑 개수 비트코인 앞서디파이 부상 영향,http://news.einfomax.co.kr/news/articleView.html?idxno=4224372,1
146,비트코인 한때 2만 4천 달러 넘어이더리움 일주일 새 50↑,https://news.sbs.co.kr/news/endPage.do?news_id=N1006830537&plink=ORI&cooper=NAVER,1
147,코인 시세 주도하는 이더리움 20 기대감지금 들어가도 될까,https://www.ekn.kr/web/view.php?key=20220720010003341,0
148,이더리움과 이더리움클래식이 끌고 비트코인솔라나 따라가다음주 애플 아,https://idsn.co.kr/news/view/1065589415063247,0
149,나스닥 4 급등하자 비트코인 이더리움 날았다,https://www.foodneconomy.com/news/articleView.html?idxno=338688,1
150,코인시황 비트코인 급락 2만1811달러 이더리움 8 폭락연준 빅스텝 예상,http://www.g-enews.com/ko-kr/news/article/news_all/202207260743014661c4c55f9b3d_1/article.html,-1
151,이더리움 튀어오른다9월까지는 계속,http://www.econovill.com/news/articleView.html?idxno=582045,0
152,트위터와 스냅은 맛보기일 뿐다음주 거대기업 실적 예정비트코인이더리움,https://idsn.co.kr/news/view/1065578682908806,0
153,이더리움클래식 이더리움 순항다음주 애플아마존 실적 주목비트코인솔,https://idsn.co.kr/news/view/1065601416402681,1
154,비트코인 2950만원대 하락이더리움 207만원대,http://www.cstimes.com/news/articleView.html?idxno=506218,-1
155,이더리움 9월 비트코인 넘어선다임박한 지분증명PoS 체제 완벽 전환이 이,http://www.econonews.co.kr/news/articleView.html?idxno=254221,0
156,오늘 마이크로소프트부터 시작불안한 흐름 이어져비트코인이더리움리플,https://idsn.co.kr/news/view/1065602893123888,-1
157,애플과 스냅 월마트의 경고오늘 미 발표에 관심 집중이더리움비트코인,https://idsn.co.kr/news/view/1065610551636898,-1
158,코인만사 랠리 비트코인이더리움과 이더리움 클래식 폭등 왜,http://www.econovill.com/news/articleView.html?idxno=582183,1
159,23일 기준 지난 24시간 거래량 순위 테더비트코인이더리움리플 順,http://coinreaders.com/40172,0
160,23일 기준 지난 24시간 거래량 순위 테더비트코인이더리움리플 順,http://coinreaders.com/40172,0
161,비트코인이더리움 반등에코인거래소채굴업체 주가도 급등,https://www.hankyung.com/finance/article/202207199584i,1
162,비트코인이더리움 가격 더 떨어질 여지 있어,https://zdnet.co.kr/view/?no=20220714162341,-1
163,샘슨 모우 인터뷰③ 비트코인 독보적이더리움 이름만 탈중앙화,https://www.tokenpost.kr/article-100238,0
164,비트코인 3일째 2900만원 언저리 배회이더리움 동반 하락하이브 급등 ,https://www.socialvalue.kr/news/view/1065552240667284,0
165,메인은 다음주에 스냅과 트위터는 애피타이저일 뿐비트코인이더리움솔라,https://idsn.co.kr/news/view/1065597095113643,0
166,코인시황 비트코인 가격 2만3558달러 도지코인 2 상승‧이더리움 하락 15,http://www.g-enews.com/ko-kr/news/article/news_all/202207210746118286c4c55f9b3d_1/article.html,0
167,20일 9시 비트코인 3066원선 459↑이더리움 202만원 212↓,http://www.breaknews.com/910304,1
168,코인시황 이더리움ETH 200만원 박스권서 잔걸음,https://www.nbntv.co.kr/news/articleView.html?idxno=983708,0
169,리퀴드 스테이킹 프로토콜 리도 이더리움 레이어2로도 확장할 것,http://www.digitaltoday.co.kr/news/articleView.html?idxno=454169,0
170,비탈릭 이더리움 클래식 POW 채굴자들에게 훌륭한 옵션ETC 가격 상승 전,http://coinreaders.com/40296,1
171,코인시황 비트코인 2 하락 2만3064달러 이더리움 2 상승 1573달러,http://www.g-enews.com/ko-kr/news/article/news_all/202207220745473373c4c55f9b3d_1/article.html,0
172,오전 암호화폐 시세 비트코인 2900만원대이더리움 200만원대다른 코인 대,https://www.ekn.kr/web/view.php?key=20220725010004140,0
173,이더리움비트코인솔라나 하락세비덴트 매각 노이즈 관심 삼성전자 상승,https://idsn.co.kr/news/view/1065571918207418,-1
174,가상화폐 시황 비트코인 2만3000달러선 등락이더리움 35↑,http://daily.hankooki.com/news/articleView.html?idxno=850937,1
175,지난 24시간 거래량 순위 비트코인테더리플이더리움 順,http://coinreaders.com/40053,0
176,종합이더리움 PoS 전환 임박ETH 랠리 어디까지,http://coinreaders.com/39592,0
177,가상화폐 시세 비트코인 3000만원선 위태도지코인 90원선 이더리움 190만,http://www.econonews.co.kr/news/articleView.html?idxno=253734,0
178,비트코인 시세 3천만 원대로 올라 이더리움 업데이트에 투자심리 살아나,https://www.businesspost.co.kr/BP?command=article_view&num=287395,1
179,비트코인이더리움 깜짝 상승코인 시총도 1조달러 넘었다,https://news.mtn.co.kr/news-detail/2022071910104548137,1
180,추세 붕괴 가능성 커 눈치 보기 극심한 가운데 비트코인이더리움솔라나,https://idsn.co.kr/news/view/1065591371801175,-1
181,아침브리핑 비탈릭 부테린 더머지 이후 이더리움은 55 완성,http://www.coindeskkorea.com/news/articleView.html?idxno=80462,0
182,가상자산 겨울 끝날까 이더리움 20 업데이트 맞아 코인 급등세’,http://www.fntimes.com/html/view.php?ud=2022071916460695669249a1ae63_18,1
183,비트코인 주춤하니 이더리움 등 훨훨 우리기술투자비덴트 등 출렁,http://www.pinpointnews.co.kr/news/articleView.html?idxno=131762,-1
184,비트코인이더리움 또 밀려나미 증시 혼조 특별 이슈 없어추세 위험 속 ,https://idsn.co.kr/news/view/1065619847874413,0
185,19일 9시 비트코인 2955원선 743↑이더리움 206만원 1734↑,http://www.breaknews.com/909971,1
186,비트코인 지루한 횡보세FOMC의자이언트스텝과 어닝 이후가 문제이더리움,https://idsn.co.kr/news/view/1065586000902597,-1
187,비트코인이더리움 반등 시도 미 선물 상승 전환 속 GDP  FOMC 우려 여전,https://idsn.co.kr/news/view/1065603000611036,1
188,소폭 밀리나 박스권 다음주 애플아마존MS 실적 주목해야 비트코인이더,https://idsn.co.kr/news/view/1065606008401108,1
189,이더리움 열흘 동안 45 상승주말 한때 1600달러까지,https://www.tokenpost.kr/article-100427,1
190,비트코인 3000만원대 결국 붕괴이더리움은 200만원대 유지,https://www.socialvalue.kr/news/view/1065562172888507,-1
191,이더리움 강력한 성과 보이는 가운데 주의 경고,http://www.joseilbo.com/news/news_read.php?uid=461213&class=78&grp=,-1
192,가격이 바닥이었던 7월13일 이더리움 보유자의 움직임,http://www.coindeskkorea.com/news/articleView.html?idxno=80446,-1
193,이더리움 비트코인 약세 속 코스피 상승 마감 미 선물 하락 속 경계 팽배해,https://idsn.co.kr/news/view/1065596838660604,-1
194,점심 브리핑프리민트Premint 해킹 피해 보상50만 달러 상당 이더리,https://decenter.kr/NewsView/268LX3PIXN,-1
195,비트코인 3000만원 회복 이더리움 일주일 간 45 급등뉴욕증시 훈풍,https://www.yeongnam.com/web/view.php?key=20220720001119112,1
196,단기 추세 붕괴될 듯 비트코인이더리움솔라나 급락 보여금리 환율 체,https://idsn.co.kr/news/view/1065583401360180,-1
197,이더리움 더머지 업그레이드가 상승장 주도하나,http://www.coindeskkorea.com/news/articleView.html?idxno=80456,1
198,호주 가상화폐 전문가 설문 이더리움 최고가 224만 원 예상,https://www.khgames.co.kr/news/articleView.html?idxno=202486,1
199,코인시황 비트코인 부진에도 홀로 상승하는 이더리움 326 올라,https://www.nbntv.co.kr/news/articleView.html?idxno=983565,1
200,비트코인 2800만 원 회복 눈앞 이더리움 알고리즘 변경 소식에 10 급등,https://www.businesspost.co.kr/BP?command=article_view&num=287104,1
201,이더리움 해시레이트 하락 원인 특정 어려워,https://www.tokenpost.kr/article-100075,-1
202,추세 위협 반등 시도하나 고전 중환율  금리 살펴 FOMC 대비비트코인,https://idsn.co.kr/news/view/1065609772753738,0
203,18일 9시 비트코인 2747원선 138↓이더리움 176만원 087↓,http://www.breaknews.com/909665,0
204,이더리움 클래식과 시바이누 재미있네,http://www.econovill.com/news/articleView.html?idxno=582572,0
205,비탈릭 부테린 머지 이후 갈길 멀다이더리움 완성도 40,https://www.tokenpost.kr/article-100288,0
206,올해 2분기 비트코인이더리움 최악의 분기 실적 기록,https://www.tokenpost.kr/article-100573,-1
207,코인시황 이더리움ETH 7 상승36일만에 190만원대 돌파,https://www.nbntv.co.kr/news/articleView.html?idxno=983305,1
208,비트코인 3060만원대 상승이더리움 195만원대,http://www.cstimes.com/news/articleView.html?idxno=506061,1
209,비트코인 한때 2만 4천 달러 넘어이더리움 일주일 새 50 급등,https://biz.sbs.co.kr/article_hub/20000072649?division=NAVER,1
210,가상화폐 시황 알트코인 상승세이더리움솔라나 12 급등,http://daily.hankooki.com/news/articleView.html?idxno=848495,1
211,비트코인 한때 2만4천달러 넘어이더리움 일주일새 50↑,http://www.newsway.co.kr/news/view?tp=1&ud=2022072107482335643,1
212,체이널리시스 이더리움 기반 금융 시스템 여전히 강세,https://www.khgames.co.kr/news/articleView.html?idxno=202364,1
213,Bit코인 이더리움 업데이트 기대감에 랠리1900달러까지 갈 것,https://www.etoday.co.kr/news/view/2154979,0
214,이더리움 한달여만에 1500달러 회복했지만 투심은 여전히 부정적ETH 증권,http://coinreaders.com/39698,1
215,미 증시 혼조 속 비트코인이더리움솔라나 숨 고르기 중영국 금리인상 예정,https://idsn.co.kr/news/view/1065620032094746,0
216,이더리움이더리움 클래식비트코인 강세FOMC와 실적 시즌 변수리플솔라,https://idsn.co.kr/news/view/1065611025409740,1
217,단기 추세 위험반등 시도하나 녹록치 않아 비트코인이더리움솔라나웨이브,https://idsn.co.kr/news/view/1065592786200504,1
218,비트코인 2만1000달러’대 소폭 하락이더리움도 내림세,https://biz.chosun.com/stock/market_trend/2022/07/10/FL5W2ENWZJETVLA45FOABIOERU/?utm_source=naver&utm_medium=original&utm_campaign=biz,-1
219,크립토 주간 브리핑 한달만에 3000만원 회복한 비트코인이더리움도 25 ,https://www.techm.kr/news/articleView.html?idxno=99667,1
220,오지스 이더리움 개발 도구에 클레이튼 플러그인 지원,https://zdnet.co.kr/view/?no=20220705102918,0
221,이더리움 투자 수익률 1년 만에 최고치가격 상승 지속 여부는 물음표,http://coinreaders.com/39721,1
